"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"12/01/2014","CVS","CVS 09086 09086--670 E El Cerrito CA 924917  12/01","6.13","debit","Pharmacy","CHASE COLLEGE","",""
"12/01/2014","Transfer to CHASE COLLEGE","Online Transfer to CHK ...4335 transaction#: 4296320274","500.00","debit","Transfer","CHASE SAVINGS","",""
"12/01/2014","Withdrawal","WITHDRAWAL","3000.00","debit","Uncategorized","CHASE SAVINGS","",""
"11/28/2014","Transfer from CHASE SAVINGS","Online Transfer from SAV ...3255transaction#: 4292347401","100.00","credit","Transfer","CHASE COLLEGE","",""
"11/28/2014","Wing Stop","WINGSTOP #477 EL CERRITO CA11/26","8.20","debit","Restaurants","CHASE COLLEGE","",""
"11/28/2014","Transfer from CHASE COLLEGE","Online Transfer from CHK ...7281transaction#: 4292346918","62.74","credit","Transfer","CHASE COLLEGE","",""
"11/28/2014","CVS","CVS 09086 09086--670 E El Cerrito CA 817354  11/28","12.58","debit","Pharmacy","CHASE COLLEGE","",""
"11/28/2014","Transfer to CHASE COLLEGE","Online Transfer to CHK ...4335 transaction#: 4292347401","100.00","debit","Transfer","CHASE SAVINGS","",""
"11/28/2014","Transfer to CHASE COLLEGE","Online Transfer to CHK ...4335 transaction#: 4292346918","62.74","debit","Transfer","CHASE COLLEGE","",""
"11/25/2014","Whole Foods","WHOLEFDS GIL #10 1025 Berkeley CA    335917  11/24","2.19","debit","Groceries","CHASE COLLEGE","",""
"11/25/2014","Target","TARGET T1926 TARGET T1 ALBANY CA310471  11/25","7.48","debit","Shopping","CHASE COLLEGE","",""
"11/24/2014","Chipotle","CHIPOTLE 0231 BERKELEY CA11/22","8.07","debit","Fast Food","CHASE COLLEGE","",""
"11/24/2014","CVS","CVS 09086 09086--670 E El Cerrito CA 132241  11/22","4.29","debit","Pharmacy","CHASE COLLEGE","",""
"11/24/2014","Grubhub Food Order","GRUBHUB FOOD ORDER 877-585-7878IL           11/22","24.32","debit","Food & Dining","CHASE COLLEGE","",""
"11/24/2014","Safeway","SAFEWAY  STORE  0676 ALBANY CA212497  11/23","45.71","debit","Groceries","CHASE COLLEGE","",""
"11/24/2014","Transfer from CHASE COLLEGE","Online Transfer from CHK ...7281transaction#: 4287095533","1000.00","credit","Transfer","CHASE SAVINGS","",""
"11/24/2014","Transfer to CHASE SAVINGS","Online Transfer to SAV ...3255 transaction#: 4287095533","1000.00","debit","Transfer","CHASE COLLEGE","",""
"11/21/2014","Transfer from CHASE SAVINGS","Online Transfer from SAV ...3255transaction#: 4282827061","1000.00","credit","Transfer","CHASE COLLEGE","",""
"11/21/2014","Transfer to CHASE COLLEGE","Online Transfer to CHK ...4335 transaction#: 4282827061","1000.00","debit","Transfer","CHASE SAVINGS","",""
"11/20/2014","Pandora","PANDORA*INTERNET RADI 510-451-4100 CA        11/19","3.99","debit","Gift","CHASE COLLEGE","",""
"11/20/2014","Check 156","CHECK 156","43.00","debit","Check","CHASE COLLEGE","",""
"11/19/2014","Office Depot","OFFICE DEPOT 00 1000 G BERKLEY CA    030822  11/19","109.50","debit","Office Supplies","CHASE COLLEGE","",""
"11/18/2014","Safeway","SAFEWAY  STORE  0676 ALBANY CA424403  11/18","15.74","debit","Groceries","CHASE COLLEGE","",""
"11/18/2014","Withdrawal","WITHDRAWAL","100.00","debit","Uncategorized","CHASE SAVINGS","",""
"11/17/2014","Uber Ca","UBER 866-576-1039 CA11/16","47.88","debit","Uncategorized","CHASE COLLEGE","",""
"11/17/2014","CVS","CVS 09086 09086--670 E El Cerrito CA 951297  11/16","6.13","debit","Pharmacy","CHASE COLLEGE","",""
"11/17/2014","Transfer from CHASE SAVINGS","Online Transfer from SAV ...3255transaction#: 4272822107","500.00","credit","Transfer","CHASE COLLEGE","",""
"11/17/2014","Transfer to CHASE COLLEGE","Online Transfer to CHK ...4335 transaction#: 4272822107","500.00","debit","Transfer","CHASE SAVINGS","",""
"11/13/2014","Chipotle","CHIPOTLE 0231 BERKELEY CA11/12","8.07","debit","Fast Food","CHASE COLLEGE","",""
"11/12/2014","Chevron","CHEVRON 00306143 BERKELEY CA11/11","31.76","debit","Gas & Fuel","CHASE COLLEGE","",""
"11/12/2014","Walgreens","WALGREENS 1050 GILMAN BERKELEY CA    727277  11/12","8.71","debit","Pharmacy","CHASE COLLEGE","",""
"11/10/2014","T-Mobile","T-MOBILE RECURRING PM 800-937-8997 WA        11/10","58.30","debit","Mobile Phone","CHASE COLLEGE","",""
"11/06/2014","Kansas City Life","KANSAS CITY LIFE INS PREMSPPD ID: 940308260K","15.39","debit","Life Insurance","CHASE COLLEGE","",""
"11/06/2014","Non Chase ATM","NON-CHASE ATM FEE-WITH","5.00","debit","ATM Fee","CHASE COLLEGE","",""
"11/06/2014","Transfer from CHASE COLLEGE","Online Transfer from CHK ...7281transaction#: 4253842694","200.00","credit","Transfer","CHASE COLLEGE","",""
"11/06/2014","Bountify Ca","BOUNTIFY.CO 5103331240 CA11/04","29.99","debit","Uncategorized","CHASE COLLEGE","",""
"11/06/2014","Non Chase ATM","NON-CHASE ATM WITHDRAW443432  11/07BIDV HANO Dong","100.04","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"11/06/2014","Interest","INTEREST PAYMENT","0.04","credit","Interest Income","CHASE SAVINGS","",""
"11/06/2014","Transfer to CHASE COLLEGE","Online Transfer to CHK ...4335 transaction#: 4253842694","200.00","debit","Transfer","CHASE COLLEGE","",""
"11/04/2014","Amazon","Amazon Web Services aws.amazon.co WA         11/03","9.65","debit","Shopping","CHASE COLLEGE","",""
"11/03/2014","Non Chase ATM","NON-CHASE ATM FEE-WITH","5.00","debit","ATM Fee","CHASE COLLEGE","",""
"11/03/2014","Non Chase ATM","NON-CHASE ATM WITHDRAW402565  11/02VIEN KIEM Dong","99.56","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"10/31/2014","Bountify Ca","BOUNTIFY.CO 5103331240 CA10/30","17.99","debit","Uncategorized","CHASE COLLEGE","",""
"10/24/2014","Non Chase ATM","NON-CHASE ATM FEE-WITH","5.00","debit","ATM Fee","CHASE COLLEGE","",""
"10/24/2014","Transfer from CHASE COLLEGE","Online Transfer from CHK ...7281transaction#: 4226950345","500.00","credit","Transfer","CHASE COLLEGE","",""
"10/24/2014","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        10/23","20.46","debit","Shopping","CHASE COLLEGE","",""
"10/24/2014","Non Chase ATM","NON-CHASE ATM WITHDRAW009283  10/24DALAT -BU Dong","97.91","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"10/24/2014","Non Chase ATM","NON-CHASE ATM WITHDRAW009281  10/24DALAT -BU Dong","97.91","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"10/24/2014","Non Chase ATM","NON-CHASE ATM WITHDRAW396878  10/2402 LE DAI Dong","49.44","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"10/24/2014","Bountify Ca","BOUNTIFY.CO 5103331240 CA10/23","12.99","debit","Uncategorized","CHASE COLLEGE","",""
"10/24/2014","Non Chase ATM","NON-CHASE ATM FEE-WITH","5.00","debit","ATM Fee","CHASE COLLEGE","",""
"10/24/2014","Non Chase ATM","NON-CHASE ATM FEE-WITH","5.00","debit","ATM Fee","CHASE COLLEGE","",""
"10/24/2014","Non Chase ATM","NON-CHASE ATM FEE-WITH","5.00","debit","ATM Fee","CHASE COLLEGE","",""
"10/24/2014","Non Chase ATM","NON-CHASE ATM WITHDRAW009285  10/24DALAT -BU Dong","97.91","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"10/24/2014","Transfer to CHASE COLLEGE","Online Transfer to CHK ...4335 transaction#: 4226950345","500.00","debit","Transfer","CHASE COLLEGE","",""
"10/20/2014","Amazon","Amazon.com AMZN.COM/BILL WA10/17","54.96","debit","Shopping","CHASE COLLEGE","",""
"10/20/2014","Non Chase ATM","NON-CHASE ATM WITHDRAW196880  10/20VIEN KIEM Dong","99.65","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"10/20/2014","Pandora","PANDORA*INTERNET RADI 510-451-4100 CA        10/19","3.99","debit","Gift","CHASE COLLEGE","",""
"10/20/2014","Non Chase ATM","NON-CHASE ATM FEE-WITH","5.00","debit","ATM Fee","CHASE COLLEGE","",""
"10/16/2014","Phil Airlines Ecom","PHIL AIRLINES-ECOM$ PASAY10/15","664.50","debit","Air Travel","CHASE COLLEGE","",""
"10/15/2014","Non Chase ATM","NON-CHASE ATM WITHDRAW108474  10/15VIEN KIEM Dong","99.84","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"10/15/2014","Non Chase ATM","NON-CHASE ATM FEE-WITH","5.00","debit","ATM Fee","CHASE COLLEGE","",""
"10/14/2014","Steam Games","STEAMGAMES.COM 425-889-9642 WA10/12","14.99","debit","Entertainment","CHASE COLLEGE","",""
"10/14/2014","eFax","J2  EFAX SERVICES 323-817-3205 CA            10/12","16.95","debit","Printing","CHASE COLLEGE","",""
"10/14/2014","Non Chase ATM","NON-CHASE ATM FEE-WITH","5.00","debit","ATM Fee","CHASE COLLEGE","",""
"10/14/2014","Non Chase ATM","NON-CHASE ATM FEE-WITH","5.00","debit","ATM Fee","CHASE COLLEGE","",""
"10/14/2014","Transfer from CHASE SAVINGS","Online Transfer from SAV ...3255transaction#: 4204171334","1000.00","credit","Transfer","CHASE COLLEGE","",""
"10/14/2014","Non Chase ATM","NON-CHASE ATM WITHDRAW057146  10/12TRUONG DH Dong","99.75","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"10/14/2014","Non Chase ATM","NON-CHASE ATM WITHDRAW057381  10/12TRUONG DH Dong","99.75","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"10/14/2014","Transfer to CHASE COLLEGE","Online Transfer to CHK ...4335 transaction#: 4204171334","1000.00","debit","Transfer","CHASE SAVINGS","",""
"10/10/2014","T-Mobile","T-MOBILE RECURRING PM 800-937-8997 WA        10/10","99.13","debit","Mobile Phone","CHASE COLLEGE","",""
"10/06/2014","Kansas City Life Insurance","KANSAS CITY LIFE INS PREMSPPD ID: 940308260K","15.39","debit","Life Insurance","CHASE COLLEGE","",""
"10/06/2014","Interest","INTEREST PAYMENT","0.05","credit","Interest Income","CHASE SAVINGS","",""
"10/03/2014","Amazon","Amazon Web Services aws.amazon.co WA         10/03","171.29","debit","Shopping","CHASE COLLEGE","",""
"10/03/2014","Steam Games","STEAMGAMES.COM 425-889-9642 WA10/02","19.99","debit","Entertainment","CHASE COLLEGE","",""
"9/30/2014","Non Chase ATM","NON-CHASE ATM WITHDRAW867319  09/30VIEN KIEM Dong","99.75","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"9/30/2014","Non Chase ATM","NON-CHASE ATM FEE-WITH","5.00","debit","ATM Fee","CHASE COLLEGE","",""
"9/26/2014","Transfer from CHASE COLLEGE","Online Transfer from CHK ...7281transaction#: 4172790355","500.00","credit","Transfer","CHASE COLLEGE","",""
"9/26/2014","Transfer to CHASE COLLEGE","Online Transfer to CHK ...4335 transaction#: 4172790355","500.00","debit","Transfer","CHASE COLLEGE","",""
"9/24/2014","Non Chase ATM","NON-CHASE ATM FEE-WITH","5.00","debit","ATM Fee","CHASE COLLEGE","",""
"9/24/2014","Non Chase ATM","NON-CHASE ATM WITHDRAW584690  09/24BIDV HANO Dong","99.26","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"9/22/2014","Agoda Com Internet","AGODA.COM INTERNET09/21","27.24","debit","Hotel","CHASE COLLEGE","",""
"9/22/2014","Nha Nghi Nhu","NHA NGHI NHU HUONG BINH THUAN09/20","54.25","debit","Restaurants","CHASE COLLEGE","",""
"9/22/2014","Pandora","PANDORA*INTERNET RADI 510-451-4100 CA        09/19","3.99","debit","Gift","CHASE COLLEGE","",""
"9/22/2014","Agoda Com Internet","AGODA.COM INTERNET09/21","16.34","debit","Hotel","CHASE COLLEGE","",""
"9/18/2014","Beautiful","BEAUTIFUL SAIGON HOTEL- HCM09/17 Dong       8023.29 X 0.000","38.98","debit","Clothing","CHASE COLLEGE","",""
"9/15/2014","Netflix","NETFLIX.COM NETFLIX.COM CA09/13","8.99","debit","Movies & DVDs","CHASE COLLEGE","",""
"9/15/2014","Transfer to CHASE COLLEGE","Online Transfer to  CHK ...7281transaction#: 4140231003","100.00","debit","Transfer","CHASE COLLEGE","",""
"9/15/2014","ATM Withdrawal El","ATM WITHDRAWAL004844  09/141000 EL C","200.00","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"9/15/2014","Target","TARGET T1926 TARGET T1 ALBANY CA656866  09/13","236.48","debit","Shopping","CHASE COLLEGE","",""
"9/15/2014","DMV","STATE OF CALIF DMV INT 800-7770133 CA        09/12","151.00","debit","Auto & Transport","CHASE COLLEGE","",""
"9/15/2014","Barnes & Noble","BARNES&NOBLE*COM 800-843-2665 NJ09/15","16.50","debit","Books","CHASE COLLEGE","",""
"9/15/2014","Transfer from CHASE COLLEGE","Online Transfer from  CHK ...4335 transaction#: 4140231003","100.00","credit","Transfer","CHASE COLLEGE","",""
"9/12/2014","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        09/12","22.99","credit","Shopping","CHASE COLLEGE","",""
"9/12/2014","Domino's Pizza","DOMINO'S 7904 510-849-9000 CA09/11","19.37","debit","Fast Food","CHASE COLLEGE","",""
"9/12/2014","eFax","J2  EFAX SERVICES 323-817-3205 CA            09/12","16.95","debit","Printing","CHASE COLLEGE","",""
"9/11/2014","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","33.98","credit","Income","CHASE COLLEGE","",""
"9/11/2014","Transfer from CHASE SAVINGS","Online Transfer from SAV ...3255transaction#: 4147151632","2000.00","credit","Transfer","CHASE COLLEGE","",""
"9/11/2014","Pica Pica Maize","PICA PICA MAIZE KITC SAN FRANCISCO CA        09/09","11.64","debit","Restaurants","CHASE COLLEGE","",""
"9/11/2014","Transfer to CHASE COLLEGE","Online Transfer to CHK ...4335 transaction#: 4147151632","2000.00","debit","Transfer","CHASE SAVINGS","",""
"9/10/2014","Passport Health","PASSPORT HEALTH OAKLAND CA09/09","677.16","debit","Doctor","CHASE COLLEGE","",""
"9/10/2014","T-Mobile","T-MOBILE RECURRING PM 800-937-8997 WA        09/10","58.72","debit","Mobile Phone","CHASE COLLEGE","",""
"9/10/2014","Non-Sufficient Funds Fee","INSUFFICIENT FUNDS FEE FOR CHECK#154 IN THE AMOUNT OF $650.00","34.00","debit","Bank Fee","CHASE COLLEGE","",""
"9/10/2014","Non-Sufficient Funds Fee","INSUFFICIENT FUNDS FEE FOR CHECK#155 IN THE AMOUNT OF $284.00","34.00","debit","Bank Fee","CHASE COLLEGE","",""
"9/10/2014","Non-Sufficient Funds Fee","INSUFFICIENT FUNDS FEE FOR A $58.72 RECURRING CARD PURCHASE - DE","34.00","debit","Bank Fee","CHASE COLLEGE","",""
"9/10/2014","Starbucks","STARBUCKS #10891 SAN San Francisco CA        09/09","2.95","debit","Coffee Shops","CHASE COLLEGE","",""
"9/10/2014","Recreation & Parks Dept","SF RECREATION & PARK SAN FRANCISCO CA        09/09","8.00","debit","Entertainment","CHASE COLLEGE","",""
"9/10/2014","Check 154","CHECK 154","650.00","debit","Check","CHASE COLLEGE","",""
"9/10/2014","Check 155","CHECK 155","284.00","debit","Check","CHASE COLLEGE","",""
"9/09/2014","Phil Airlines Ecom","PHIL AIRLINES-ECOM$ PASAY09/08","635.60","debit","Air Travel","CHASE COLLEGE","",""
"9/08/2014","Safeway","SAFEWAY  STORE  0676 ALBANY CA748889  09/08","21.81","debit","Groceries","CHASE COLLEGE","",""
"9/08/2014","Homejoy Ca","HOMEJOY 855-569-8783 CA09/05","10.80","debit","Uncategorized","CHASE COLLEGE","",""
"9/08/2014","Venus Restaurant","VENUS RESTAURANT BERKELEY CA09/06","19.39","debit","Restaurants","CHASE COLLEGE","",""
"9/08/2014","Transfer to CHASE COLLEGE","Online Transfer to  CHK ...7281transaction#: 4121331611","100.00","debit","Transfer","CHASE COLLEGE","",""
"9/08/2014","Chipotle","CHIPOTLE 0231 BERKELEY CA09/05","10.19","debit","Fast Food","CHASE COLLEGE","",""
"9/08/2014","Ci Berkeley Shattuck","CI OF BERKELEY SHATTUCK BERKELEYCA          09/06","3.00","debit","Parking","CHASE COLLEGE","",""
"9/08/2014","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        09/06","22.99","debit","Shopping","CHASE COLLEGE","",""
"9/08/2014","Office Depot","OFFICE DEPOT #3306 BERKELEY CA09/05","0.33","debit","Office Supplies","CHASE COLLEGE","",""
"9/08/2014","Parking Lot","MILVIA PARKING LOT BERKELEY CA09/04","8.00","debit","Auto & Transport","CHASE COLLEGE","",""
"9/08/2014","Office Depot","OFFICE DEPOT #3306 BERKELEY CA09/05","98.09","credit","Office Supplies","CHASE COLLEGE","",""
"9/08/2014","Transfer from CHASE COLLEGE","Online Transfer from  CHK ...4335 transaction#: 4121331611","100.00","credit","Transfer","CHASE COLLEGE","",""
"9/08/2014","Transfer from CHASE SAVINGS","Online Transfer from SAV ...3255transaction#: 4139312681","1000.00","credit","Transfer","CHASE COLLEGE","",""
"9/08/2014","Transfer to CHASE COLLEGE","Online Transfer to CHK ...7281 transaction#: 4139312681","1000.00","debit","Transfer","CHASE SAVINGS","",""
"9/05/2014","Kansas City Life Insurance","KANSAS CITY LIFE INS PREMSPPD ID: 940308260K","15.39","debit","Life Insurance","CHASE COLLEGE","",""
"9/05/2014","Walgreens","WALGREENS 1050 GILMAN BERKELEY CA    405229  09/05","289.33","debit","Pharmacy","CHASE COLLEGE","",""
"9/05/2014","Transfer from CHASE SAVINGS","Online Transfer from SAV ...3255transaction#: 4137104131","1000.00","credit","Transfer","CHASE COLLEGE","",""
"9/05/2014","Interest","INTEREST PAYMENT","0.09","credit","Interest Income","CHASE SAVINGS","",""
"9/05/2014","Transfer to CHASE COLLEGE","Online Transfer to CHK ...4335 transaction#: 4137104131","1000.00","debit","Transfer","CHASE SAVINGS","",""
"9/04/2014","McDonald's","MCDONALD'S F776 BERKLEY CA09/02","15.54","debit","Fast Food","CHASE COLLEGE","",""
"9/04/2014","Chop Salon","CHOP SALON BERKELEY CA09/02","127.00","debit","Personal Care","CHASE COLLEGE","",""
"9/03/2014","Target","TARGET T1926 TARGET T1 ALBANY CA207972  09/03","11.75","debit","Shopping","CHASE COLLEGE","",""
"9/03/2014","Amazon","Amazon Web Services aws.amazon.co WA         09/03","17.57","debit","Shopping","CHASE COLLEGE","",""
"9/03/2014","North","NORTH BERKELEY IMPORTS BERKELEYCA           09/02","13.63","debit","Alcohol & Bars","CHASE COLLEGE","",""
"9/03/2014","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        09/02","22.99","debit","Shopping","CHASE COLLEGE","",""
"9/03/2014","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        09/02","16.99","debit","Shopping","CHASE COLLEGE","",""
"9/02/2014","Target","TARGET T1926 TARGET T1 ALBANY CA628935  08/30","82.48","debit","Shopping","CHASE COLLEGE","",""
"9/02/2014","Transfer from CHASE SAVINGS","Online Transfer from SAV ...3255transaction#: 4124435843","1000.00","credit","Transfer","CHASE COLLEGE","",""
"9/02/2014","Ethiopia Restaurant","ETHIOPIA RESTAURANT BERKELEY CA08/30","32.10","debit","Restaurants","CHASE COLLEGE","",""
"9/02/2014","Transfer to CHASE COLLEGE","Online Transfer to CHK ...4335 transaction#: 4124435843","1000.00","debit","Transfer","CHASE SAVINGS","",""
"8/29/2014","Target","TARGET T1926 TARGET T1 ALBANY CA448086  08/29","59.62","debit","Shopping","CHASE COLLEGE","",""
"8/29/2014","Amazon","Amazon.com AMZN.COM/BILL WA08/28","48.99","debit","Shopping","CHASE COLLEGE","",""
"8/29/2014","Transfer to CHASE COLLEGE","Online Transfer to  CHK ...7281transaction#: 4112659677","100.00","debit","Transfer","CHASE COLLEGE","",""
"8/29/2014","Transfer from CHASE COLLEGE","Online Transfer from  CHK ...4335 transaction#: 4112659677","100.00","credit","Transfer","CHASE COLLEGE","",""
"8/27/2014","Office Depot","OFFICE DEPOT 00 1000 G BERKLEY CA    912962  08/27","98.09","debit","Office Supplies","CHASE COLLEGE","",""
"8/26/2014","Amazon","Amazon.com AMZN.COM/BILL WA08/25","28.31","debit","Shopping","CHASE COLLEGE","",""
"8/26/2014","Homejoy Ca","HOMEJOY 855-569-8783 CA08/25","60.00","debit","Uncategorized","CHASE COLLEGE","",""
"8/26/2014","Target","TARGET T1926 TARGET T1 ALBANY CA018283  08/25","47.57","debit","Shopping","CHASE COLLEGE","",""
"8/25/2014","Transfer to CHASE COLLEGE","Online Transfer to  CHK ...7281transaction#: 4099875892","100.00","debit","Transfer","CHASE COLLEGE","",""
"8/25/2014","Steam Games","STEAMPOWERED.COM 425-8899642 WA08/22","7.49","debit","Entertainment","CHASE COLLEGE","",""
"8/25/2014","Transfer from CHASE COLLEGE","Online Transfer from  CHK ...4335 transaction#: 4099875892","100.00","credit","Transfer","CHASE COLLEGE","",""
"8/22/2014","Safeway","SAFEWAY  STORE  0676 ALBANY CA108477  08/22","10.64","debit","Groceries","CHASE COLLEGE","",""
"8/21/2014","Amazon","Amazon.com AMZN.COM/BILL WA08/21","48.99","debit","Shopping","CHASE COLLEGE","",""
"8/21/2014","Passport Health","PASSPORT HEALTH OAKLAND CA08/20","341.00","debit","Health & Fitness","CHASE COLLEGE","",""
"8/20/2014","Pandora","PANDORA*INTERNET RADI 510-451-4100 CA        08/19","3.99","debit","Gift","CHASE COLLEGE","",""
"8/20/2014","Transfer from CHASE SAVINGS","Online Transfer from SAV ...3255transaction#: 4104839966","1000.00","credit","Transfer","CHASE COLLEGE","",""
"8/20/2014","Transfer to CHASE COLLEGE","Online Transfer to CHK ...4335 transaction#: 4104839966","1000.00","debit","Transfer","CHASE SAVINGS","",""
"8/19/2014","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        08/18","15.98","debit","Shopping","CHASE COLLEGE","",""
"8/18/2014","Uber Ca","UBER 866-576-1039 CA08/17","25.93","debit","Rental Car & Taxi","CHASE COLLEGE","",""
"8/18/2014","Brothers K Coffeehouse","BROTHERS K COFFEEHOUSE EVANSTONIL           08/15","5.30","debit","Coffee Shops","CHASE COLLEGE","",""
"8/18/2014","Edzos Burger Shop","EDZOS BURGER SHOP EVANSTON IL08/15","18.25","debit","Fast Food","CHASE COLLEGE","",""
"8/18/2014","Bopngrill","BOPNGRILL CHICAGO IL08/16","11.00","debit","Restaurants","CHASE COLLEGE","",""
"8/18/2014","Lickity Split","LICKITY SPLIT CHICAGO IL08/17","4.75","debit","Fast Food","CHASE COLLEGE","",""
"8/18/2014","Hudson News","HUDSON NEWS OHARE JV DES PLAINESIL          08/17","3.06","debit","Newspapers & Magazines","CHASE COLLEGE","",""
"8/18/2014","Spirit Air Onboard","SPIRIT AIR ONBOARD SALE MIRAMARFL           08/18","3.00","debit","Air Travel","CHASE COLLEGE","",""
"8/18/2014","Transfer to CHASE COLLEGE","Online Transfer to  CHK ...7281transaction#: 4085820378","100.00","debit","Transfer","CHASE COLLEGE","",""
"8/18/2014","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA   217319  08/18","58.44","debit","Groceries","CHASE COLLEGE","",""
"8/18/2014","Berkeley Bowl Market","BERKELEY BOWL MARKETPL BERKELEYCA   531052  08/18","70.44","debit","Groceries","CHASE COLLEGE","",""
"8/18/2014","Uber.com","Uber Technologies Inc 866-5761039 CA         08/17","27.62","debit","Rental Car & Taxi","CHASE COLLEGE","",""
"8/18/2014","Transfer from CHASE COLLEGE","Online Transfer from  CHK ...4335 transaction#: 4085820378","100.00","credit","Transfer","CHASE COLLEGE","",""
"8/15/2014","Unicorn Cafe","UNICORN CAFE EVANSTON IL681453  08/15","20.99","debit","Restaurants","CHASE COLLEGE","",""
"8/14/2014","Kopi Cafe","KOPI CAFE CHICAGO IL08/13","9.15","debit","Restaurants","CHASE COLLEGE","",""
"8/14/2014","Passport Health","PASSPORT HEALTH CHICAGO CHICAGOIL           08/13","912.00","debit","Health & Fitness","CHASE COLLEGE","",""
"8/14/2014","Ventra North Lasal","Ventra 221 North LaSal Chicago IL    334258  08/14","10.00","debit","Uncategorized","CHASE COLLEGE","",""
"8/13/2014","Netflix","NETFLIX.COM NETFLIX.COM CA08/13","8.99","debit","Movies & DVDs","CHASE COLLEGE","",""
"8/13/2014","Uber.com","Uber Technologies Inc 866-5761039 CA         08/12","29.62","debit","Rental Car & Taxi","CHASE COLLEGE","",""
"8/13/2014","Jewel","#03456 JEWEL WILMETTE IL537296  08/12","15.02","debit","Groceries","CHASE COLLEGE","",""
"8/13/2014","Transfer from CHASE SAVINGS","Online Transfer from SAV ...3255transaction#: 4090266242","1000.00","credit","Transfer","CHASE COLLEGE","",""
"8/13/2014","Transfer to CHASE COLLEGE","Online Transfer to CHK ...4335 transaction#: 4090266242","1000.00","debit","Transfer","CHASE SAVINGS","",""
"8/12/2014","eFax","J2  EFAX SERVICES 323-817-3205 CA            08/12","26.95","debit","Printing","CHASE COLLEGE","",""
"8/11/2014","Domino's Pizza","DOMINO'S PIZZA 7455 734-930-3030NV          08/09","43.27","debit","Fast Food","CHASE COLLEGE","",""
"8/11/2014","Transfer to CHASE COLLEGE  (...7281)","Online Transfer to  CHK ...7281transaction#: 4072794946","100.00","debit","Transfer","CHASE COLLEGE","",""
"8/11/2014","T-Mobile","T-MOBILE RECURRING PM 800-937-8997 WA        08/10","58.72","debit","Mobile Phone","CHASE COLLEGE","",""
"8/11/2014","Transfer from CHASE COLLEGE  (...4335)","Online Transfer from  CHK ...4335 transaction#: 4072794946","100.00","credit","Transfer","CHASE COLLEGE","",""
"8/08/2014","Taco Bell","TACO BELL 001500155739 BAKERSFIELD CA        08/06","4.05","debit","Fast Food","CHASE COLLEGE","",""
"8/08/2014","Bal Spoonrocket Ca","BAL*SpoonRocket 510-9219929 CA08/06","7.52","debit","Uncategorized","CHASE COLLEGE","",""
"8/07/2014","Non Chase ATM","NON-CHASE ATM FEE-WITH","2.00","debit","ATM Fee","CHASE COLLEGE","",""
"8/07/2014","Non Chase ATM","NON-CHASE ATM FEE-WITH","2.00","debit","ATM Fee","CHASE COLLEGE","",""
"8/07/2014","Non Chase ATM","NON-CHASE ATM WITHDRAW209218  08/073700 W FL","205.99","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"8/07/2014","Non Chase ATM","NON-CHASE ATM WITHDRAW554835  08/073700 W FL","205.99","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"8/06/2014","Ci Berkeley Shattuck","CI OF BERKELEY SHATTUCK BERKELEYCA          08/04","3.00","debit","Parking","CHASE COLLEGE","",""
"8/06/2014","Kansas City Life Insurance","KANSAS CITY LIFE INS PREMSPPD ID: 940308260K","15.39","debit","Life Insurance","CHASE COLLEGE","",""
"8/06/2014","Interest","INTEREST PAYMENT","0.10","credit","Interest Income","CHASE SAVINGS","",""
"8/05/2014","Walgreens","WALGREENS 1050 GILMAN BERKELEY CA    611120  08/05","16.16","debit","Pharmacy","CHASE COLLEGE","",""
"8/05/2014","USPS","USPS 0506430053/1191 S ALBANY CA08/05 Purchase $1.25 Cash Back $","131.25","debit","Shipping","CHASE COLLEGE","",""
"8/05/2014","Homejoy Ca","HOMEJOY 855-569-8783 CA08/04","40.00","debit","Uncategorized","CHASE COLLEGE","",""
"8/04/2014","Steam Games","STEAMGAMES.COM 425-889-9642 WA08/04","8.99","debit","Entertainment","CHASE COLLEGE","",""
"8/04/2014","Walgreens","WALGREENS 1050 GILMAN BERKELEY CA    413946  08/02","12.04","debit","Pharmacy","CHASE COLLEGE","",""
